DOI,title,publication_date,total_size_kb,num_files,codebook,verified_note,bash,stata,julia,python,R,C,C++,Matlab,fortran,SAS,Java,SPSS,Mathematica,PHP,Scilab,ArcGIS,code_sum
10.7910/DVN/HUZNE2,Ideology and Interests in the Political Marketplace,2012-07-27,52227.91,7,"['codebook_cands_irt.txt', 'codebook_contributors.txt']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/OKZMIY,"The Party's Primary Preferences: Race, Gender, and Party Support of Congressional Primary Candidates",2019-07-22,1485.59,6,['Partys_Primary_Preference_Codebook.pdf'],True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/XZ0IZE,"Making Bureaucracy Work: Patronage Networks, Performance Incentives, and Economic Development in China",2018-08-22,52611.79,28,['Codebook.pdf'],True,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11
10.7910/DVN/RJAUNW,Predicting and Interpolating State-level Polls using Twitter Textual Data,2016-07-13,644513.93,40,['codebook.pdf'],True,1,1,0,0,14,0,0,0,0,0,0,0,0,5,0,0,21
10.7910/DVN/QTG6FQ,The Vicarious Bases of Perceived Injustice,2016-12-16,1024.2,8,['AJPS_VicariousInjustice_codebook.pdf'],True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/RLLL1V,Social Networks and Protest Participation: Evidence from 130 Million Twitter Users,2019-04-26,5397831.75,52,['codebook.pdf'],True,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/ROLEY5,"""Targeting Ordinary Voters or Political Elites?: Why Pork is Distributed Along Partisan Lines in India""",2018-05-02,119547.03,18,['AJPS_MPLADS_Codebook.pdf'],True,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10.7910/DVN/SEHMGR,"r: Prejudice, Strategic Discrimination, and the Electoral Connection: Evidence from a Pair of Field Experiments in Brazil",2018-04-10,6212.49,34,"['1ELITES55BrazilCodebook.pdf', '2ElitesEstaduais2007_11Codebook.pdf', '3LAPOP2008BrazilCodebook.pdf', 'FirstExperimentCodebook.pdf', 'SecondExperimentCodebook.pdf', 'Table3A4A_PretestCodebook.pdf', 'Table6A_BayesRuleCalculatorCodebook.pdf', 'Table9A_FundraisingSelectionCodebook.pdf']",True,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10
10.7910/DVN/STOQ1Q,Can Political Inequalities be Educated Away? Evidence from a Large-scale Reform,2016-04-12,22550.25,54,"['CodebookRestricedAccessData.pdf', 'CodebookTable3.pdf', 'CodebookTable4a.pdf', 'CodebookTableA1.pdf', 'CodebookTableA2.pdf']",True,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
10.7910/DVN/X88LYH,Inside Irredentism: A Global Empirical Analysis,2016-06-29,18516.9,17,['Codebook.pdf'],True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/ZFLG25,All in the Family: Partisan Disagreement and Electoral Mobilization in Intimate Networks - a Spillover Experiment,2016-06-28,1038.08,13,['Foos&de Rooij_AJPS_Codebook_10Jun2016.pdf'],True,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4
10.7910/DVN/PWRN9K,Do Primaries Improve Electoral Performance? Clientelism and Intra-Party Conflict in Ghana,2012-10-29,557.53,14,['codebook.pdf'],False,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
10.7910/DVN/9AWUYJ,"""Making Austerity Popular: The Media and Mass Attitudes Towards Fiscal Policy""",2017-12-08,33864.57,34,"['bes_codebook.pdf', 'eurobarometer_codebook.pdf', 'experiment1_codebook.pdf', 'experiment2_codebook.pdf', 'newspaper_content_codebook.pdf', 'the_model_codebook.pdf', 'the_model_effect_codebook.pdf']",True,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,14
10.7910/DVN/MTQEE1,Alien Citizens and the Canonical Immigrant: Do Stigmatized Attributes Affect Latina/o Judgment about Discrimination?,2019-07-29,27557.5,49,['AJPS_codebook.pdf'],True,0,13,0,0,15,0,0,0,0,0,0,0,0,0,0,0,28
